,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
12803,B0024E6ZRW,"[12, 17]",1,"['talk', 'letdown', 'rip', 'paid', '15', 'thought', 'two', 'units', 'product', 'picture', 'shows', 'take', 'delivery', 'component', 'find', 'one', 'themseriously', 'bought', '17', 'pair', 'black', 'jackstands', 'bigboxcarparts', 'done', 'same', 'thing', 'assuredly', 'spent', 'equivalent', '30', 'pair', 'screw', 'jack', 'standssave', 'money', 'consider', 'another', 'solution', 'solid', 'ok', 'nothing', 'screwhead', 'jack', 'standsand', 'theres', 'buying', 'one', 'unit', 'added', 'detail', 'trying', 'use', 'couple', 'times', 'mention', 'lower', 'footer', '3', 'x', '3inches', 'upper', 'head', 'jack', 'head', '3', 'x', '3', 'inchesthis', 'doesnt', 'work', 'really', 'well', 'stepslike', 'mine', 'steps', 'steel', 'reinforcing', 'ridge', 'middle', 'running', 'laterally', 'bottom', 'step', 'result', 'cant', 'nest', 'head', 'beneath', 'step', 'treadplate', 'precariously', 'sits', 'edge', 'step', 'result', 'theres', 'lot', 'bracing', 'using', 'yes', 'put', 'piece', 'pine', 'shelving', 'beneath', 'step', 'screw', 'jack', 'good', 'dont', 'want', 'steps', 'rust', 'apartbut', 'cant', 'take', 'upper', 'plate', 'screw', 'head', 'removableso', 'end', 'oddest', 'whiteelephant', 'ive', 'boughtcant', 'work', 'whatsoeverive', 'pair', 'aluminium', 'spinner', 'jacks', 'loads', 'up', '1000', 'pounds', 'work', 'much', 'better', 'thingunfortunately', 'cant', 'even', 'use', 'stabilize', 'rear', 'rvthere', 'one', 'themand', 'isnt', 'rated', 'anywhere', 'near', 'high', 'enough', 'something']","03 22, 2012",A1WV0XTJROAYGK,"Melanie C ""MC""",PICTURE IS MISLEADING - YOU ONLY GET ONE,1332374400
12806,B0024E6ZRW,"[0, 0]",2,"['idea', 'good', 'stable', 'under', 'step', 'each', 'time', 'up', 'down', 'step', 'moves', 'theres', 'way', 'hold', 'place', 'went', 'back', 'nailed', 'together', 'stack', '2x8s', 'work', 'sand', 'though', 'pegleg']","11 27, 2013",A1KF61HK8BM4D2,Pegleg,Watch your Step...,1385510400
12808,B0024E6ZRW,"[1, 4]",2,"['waste', 'money', 'intended', 'purpose', 'ripped', 'purchasing', 'great', 'product', 'purpose', 'saveastep', 'brace', 'made', 'ok', 'find', 'another', 'purpose']","05 5, 2013",A1ZBAAJKN2Q2RQ,ROD Daugherty,Brace,1367712000
12837,B0024ECHII,"[0, 0]",2,"['tried', 'installing', 'found', 'stairs', 'trailer', 'support', 'bar', 'through', 'middle', 'good', 'place', 'install', 'read', 'reviews', 'even', 'ordered', 'wait', 'until', 'home', 'shop', 'make', 'modifications', 'use']","04 19, 2014",A1IA6U4YVWY8KJ,AK Travler,Did not install,1397865600
12842,B0024ECHII,"[0, 0]",2,"['cant', 'use', 'step', 'camper', 'close', 'ground', 'adjustment', 'isnt', 'short', 'enough', 'work', 'level', 'ground', 'maybe', 'great', 'uneven', 'ground', 'camp', 'ground', 'uneven', 'shorter', 'one']","11 20, 2013",A337TPRP65KNEZ,charles jones,self-stor step sold by camco...,1384905600
12843,B0024ECHII,"[2, 2]",2,"['works', 'somewhat', 'clips', 'hold', 'brace', 'up', 'broke', 'little', 'quality', 'control', 'go', 'long', 'way']","03 6, 2013",AT0Z251RQDQD9,Christopher A. Swafford,Works somewhat,1362528000
12857,B0024GIVZ4,"[0, 0]",2,"['helmet', 'large', 'unit', 'running', 'small', 'sizes', 'sets', 'high', 'head', 'use', 'extralarge', 'size']","09 11, 2013",AJP569L5Y2RJH,cruzer01,Helmut doesn't fit my head,1378857600
12870,B0024QF4GI,"[0, 1]",2,"['find', 'something', 'suitable', 'many', 'retailers', 'thought', 'heavier', 'stuff', 'use', 'keep', 'things', 'sliding', 'droors', 'oh', 'yeah', 'drives', 'nuts', 'wind', 'slapping', 'roof']","04 19, 2013",A8MDO3XHF5P9N,Fayrae,Slaps the roof!,1366329600
12888,B00265M9SS,"[0, 0]",2,"['kit', 'better', 'quality', 'nice', 'way', 'one', 'person', 'bleed', 'brakes', 'kit', 'sorely', 'lacking', 'quality', 'dept', 'first', 'plastic', 'hose', 'packed', 'box', 'kinks', 'even', 'trying', 'relax', 'kinks', 'collapse', 'suction', 'applied', 'adapters', 'one', 'time', 'application', 'once', 'seated', 'adapter', 'first', 'brake', 'bleeder', 'valve', 'worked', 'well', 'over', 'following', 'bleeder', 'valves', 'wouldnt', 'seat', 'adapter', 'pliable', 'enough', 'reseat', 'yourself', 'favor', 'buy', 'set', 'speed', 'bleedersand', 'leave', 'kit', 'alone']","01 22, 2013",AWBEL8741Y0IR,DJ,Nice concept...if it worked,1358812800
12890,B00265M9SS,"[0, 0]",2,"['first', 'picture', 'looks', 'metalbut', 'plastic', 'wouldnt', 'bad', 'rest', 'kit', 'wasnt', 'poor', 'suction', 'pump', 'okaythough', 'tiresome', 'jar', 'small', 'hosing', 'chintzy', 'fittings', 'leak', 'crazy', 'regardless', 'much', 'pump', 'always', 'see', 'aireven', 'isnt', 'brake', 'lines', 'make', 'very', 'difficult', 'tell', 'youve', 'actually', 'bled', 'lines', 'notperhaps', 'work', 'better', 'motorcycle']","06 28, 2012",A1EBZ3K5XOURGG,"GOB PROGRAM Y/N ""Example of a Real Name""",Sloppy mess. Have fun with this thing...,1340841600
12901,B00265M9SS,"[0, 0]",2,"['didnt', 'worked', 'well', 'gasket', 'leeking', 'send', 'complete', 'rebuilt', 'parts', 'parts', 'fast', 'free', 'still', 'purge', 'done', 'garage', 'end']","07 8, 2014",A27NBA48NKN04M,"Sylvain Pomone ""Pom1""","It didn't worked so well, a gasket was leeking ...",1404777600
12902,B00265M9SS,"[0, 0]",1,"['pump', 'seems', 'work', 'fine', 'flaws', 'arise', 'leaky', 'reservoir', 'fittings', 'way', 'vacuum', 'pump', 'really', 'work', 'create', 'seal', 'thing', 'leaks', 'poorly', 'designed', 'reservoir', 'tube', 'connection', 'pointi', 'ended', 'up', 'going', 'motive', 'pump', 'audi', 'a4', 'instead', 'costs', 'more', 'actually', 'usable']","04 11, 2014",A39ZXTQZHRS8MV,"T. Luu ""tekman2500""",Too many flaws to be good...,1397174400
12934,B0028081GK,"[2, 2]",1,"['one', 'received', 'broke', 'first', 'torque', 'adjustment', 'went', 'base', '20', 'ft', 'lbs', 'made', 'grinding', 'sound', 'locked', 'up', 'move', 'backwards', 'tried', 'again', 'luck', 'immediately', 'sent', 'back', 'defective']","01 17, 2012",ACMXHJV1KCOSV,wildcatgoal,Broke On First Adjustment,1326758400
12975,B0028PJ10K,"[3, 3]",2,"['used', 'landing', 'gear', 'support', 'back', 'supports', '38', '5th', 'wheel', 'trailer', 'along', 'cap', 'pieces', 'same', 'company', 'ones', 'under', 'landing', 'gear', 'cracked', 'immediately', 'weight', 'applied', 'shocked', 'ones', 'rear', 'trailer', 'used', 'four', 'cap', 'piece', 'simply', 'much', 'give', 'stable', 'took', 'out', 'used', 'concrete', 'blocks', 'give', 'two', 'stars', 'handy', 'bag', 'come', 'recommend', 'product']","02 27, 2013",A1MQNS1QNI3YPK,Golfrichv,Didn't work for me,1361923200
13014,B002969BQW,"[0, 0]",1,"['spray', 'paint', 'lot', 'things', 'cars', 'bikes', 'jetskis', 'plastics', 'fabrics', 'stuff', 'around', 'house', 'prep', 'spray', 'work', 'light', 'grease', 'certain', 'types', 'waxes', 'work', 'time', 'surfaces', 'works', '30', 'time', 'rest', 'time', 'requires', 'more', 'intense', 'cleaning', 'scrubbing', 'sanding', 'even', 'sandblasting', 'surface', 'painting', 'waxed', 'contaminated', 'oil', 'prep', 'spray', 'probably', 'job', 'really', 'expected', 'more', 'dupliccolor', 'product', 'meant', 'clean', 'surfaces', 'before', 'painting']","06 29, 2014",A2X06FP2PQ6EK0,"S. A. ROBBINS ""shirley_rw""",Works sometimes.,1404000000
13015,B002969BQW,"[1, 1]",2,"['works', 'ok', 'better', 'dawn', 'dish', 'soap', 'many', 'spray', 'cleaners', 'less', 'expensive', 'save', 'money']","06 1, 2012",A1XDRSGSV56YQ0,"Thomas A. Renick ""OGC5""",No better than Dawn,1338508800
13016,B0029T0S70,"[1, 4]",2,"['towels', 'very', 'nice', 'soft', 'problem', 'more', 'washing', 'wiping', 'things', 'highly', 'recommend', 'washing', 'before', 'use', 'feathers', 'towel', 'come', 'gets', 'kinda', 'annoying', 'see', 'feathers', 'car', 'flying', 'around', 'soak', 'up', 'lot', 'water', 'gets', 'job', 'done', 'towels', 'looking', 'for2', 'stars', 'great', 'buy', 'looking', 'microfiber', 'towels', 'drieswashes', 'stay', 'away']","12 22, 2011",AEWT1HWANBIJO,Jeff,Nice Towels,1324512000
13021,B0029XJVA6,"[0, 0]",1,"['worst', 'piece', 'crap', 'always', 'warned', 'buying', 'gimmicks', 'tv', 'didnt', 'stated', 'better', 'cleaning', 'windows', 'window', 'cleaner', 'regular', 'microfiber', 'cloth', 'waste', 'money', 'time', 'buying', 'piece', 'crap']","12 14, 2012",A2R7P4A4CT2Y7R,Ashleigh,Don't waste your money,1355443200
13025,B0029XJVA6,"[64, 70]",2,"['product', 'wonderful', 'idea', 'works', 'charm', 'one', 'problem', 'noticed', 'early', 'head', 'attach', 'firmly', 'extension', 'handle', 'know', 'handle', 'removable', 'whole', 'point', 'product', 'reach', 'hard', 'areas', 'windshields', 'without', 'straining', 'result', 'head', 'make', 'loud', 'snapping', 'sound', 'time', 'time', 'use', 'sometimes', 'even', 'fall', 'finally', 'one', 'day', 'using', 'plastic', 'handle', 'split', 'two', 'broke', 'results', 'product', 'wonderful', 'windows', 'car', 'never', 'cleaner', 'product', 'horrible', 'quality', 'more', 'quality', 'options', 'out']","08 10, 2009",AXM76I9V0451M,G. Miller,Worked Great...Until it broke,1249862400
13032,B0029XJVA6,"[0, 0]",2,"['product', 'make', 'easier', 'hard', 'reach', 'places', 'inside', 'windshield', 'cloth', 'thin', 'overall', 'small', 'effectively', 'clean']","04 4, 2013",A2RFF5J7GMDIX,Skippy @ Ole Miss,Just use paper towels,1365033600
13038,B002AMAXNA,"[0, 1]",2,"['expecting', 'something', 'little', 'more', 'substantial', 'tool', 'small', 'difficult', 'hold', 'use', 'force', 'break', 'windshield', 'cutter', 'useful', 'basically', 'straight', 'blade', 'held', 'plastic', 'two', 'part', 'handlethe', 'entire', 'tool', 'size', 'utility', 'knife', 'basically', 'constructed', 'one', 'out', 'thin', 'plastic', 'instead', 'metalit', 'compact', 'therefor', 'somewhat', 'useful', 'extreme', 'emergency', 'wouldnt', 'rely', 'first', 'choice', 'larger', 'sturdier', 'version', 'made', 'competitor', 'handyspend', 'extra', 'money', 'buy', 'better', 'one', 'corner', 'worker', 'need', 'once', 'million', 'chance', 'need']","08 19, 2013",A1HPC4BDRLR60,,"Too small, cheaply made, but still useful",1376870400
13043,B002AMAXNA,"[3, 3]",2,"['razor', 'sharp', 'cut', 'thru', 'seatbelt', 'watching', 'videos', 'youtube', 'showed', 'fail', 'break', 'decided', 'head', 'out', 'junkyard', 'find', 'old', 'window', 'wouldnt', 'missed', 'glass', 'eventually', 'break', 'struck', 'hard', 'enough', 'right', 'spot', 'wasnt', 'break', 'window', 'believe', 'wasnt', 'lack', 'tryingdef', 'consider', 'purchashing', 'more', 'reputable', 'item', 'resq', 'knife', 'hardened', 'carbide', 'tip', 'doesnt', 'seem', 'job']","04 6, 2014",A2XXRN2ANQDBKO,Pratzie,Not for glass breaking,1396742400
13047,B002BC4N5I,"[5, 5]",2,"['griots', 'numerous', 'products', 'really', 'ought', 'lauded', 'recommendedas', 'professional', 'auto', 'detailer', 'spent', 'therefore', 'blown', 'thousands', 'dollars', 'testing', 'products', 'simply', 'withoutgriots', 'garage', '11104', 'interior', 'cleaner', '35', 'ozgriots', 'garage', '11040sp', 'leather', 'care', 'spray', '8', 'oz', 'especially', 'theirgriots', 'garage', '11173sp', 'vinyl', 'rubber', 'dressing', '8', 'oz', 'hands', 'down', 'superior', 'product', 'market', 'dressing', 'protecting', 'ones', 'interior', 'vinyl', 'rubber', 'plastic', 'components', 'purposefully', 'linked', 'smallest', 'lowest', 'cost', 'product', 'offerings', 'test', 'yourselfthat', 'being', 'griots', 'undercarriage', 'spray', 'well', 'garbage', 'really', 'garbage', 'word', 'use', 'lightly', 'pro', 'detailer1', 'fact', 'recolor', 'ones', 'undercarriage', 'wheel', 'wells', 'long', 'takes', 'drive', 'through', 'hard', 'rain', 'water', 'left', 'road', 'such', 'soaking2', 'smells', 'awful', 'petrochemicals', 'use', 'product', 'garage', 'sort', 'confined', 'space', 'mother', 'headaches3', 'holy', 'moses', 'stuff', 'expensive', 'true', 'lot', 'griots', 'stuff', 'need', 'people', 'case', 'buy', 'product', 'hype', 'behind', 'further', 'trust', 'reviews', 'those', 'probable', 'know', 'betterthe', 'truth', 'spray', 'tire', 'dressing', 'work', 'well', 'better', 'griots', 'under', 'carriage', 'spray', 'reconditioning', 'ones', 'wheel', 'wells', 'people', 'buy', 'product', 'forheres', 'free', 'tip', 'tire', 'dressings', 'siliconebased', 'therefore', 'very', 'heavy', 'squeezing', 'trigger', 'give', 'wrist', 'fairly', 'quick', 'flick', 'direction', 'spraying', 'minimize', 'running', 'productajbestautodetailcom']","01 23, 2013",A191OYZR0NJUFF,AJ,Review From A Professional Auto Detailer,1358899200
13053,B002BC4N5I,"[4, 9]",1,"['extent', 'used', 'wax', 'produced', 'results', 'better', 'many', 'products', 'never', 'whole', 'car', 'applied', 'according', 'instructions', 'using', 'griots', 'random', 'orbital', 'machine', 'wax', 'ridiculously', 'difficult', 'remove', 'experiments', 'application', 'technique', 'decided', 'point', 'hassling', 'went', 'back', 'meguiars', 'add', 'injury', 'insult', 'best', 'show', 'wax', 'nonreturnable', 'product', 'now', 'ive', '20', 'bottle', 'sitting', 'uselessly', 'basement', 'first', '1star', 'review', 'such', 'price', 'worst', 'value', 'car', 'wax', 'ive', 'encountered']","01 24, 2012",A1SW87O7XJI740,"A. Santic ""topofmurrayhill""",Way overpriced and difficult to use,1327363200
13061,B002BC4N5I,"[4, 12]",2,"['plus', 'side', 'comes', 'nice', 'packaging', 'doesnt', 'include', 'sprayer', 'smells', 'niceunfortunately', 'carnaubabased', 'doesnt', 'last', 'think', 'maybe', 'one', 'two', 'car', 'washes', 'month', 'max', 'course', 'pasteliquid', 'carnauba', 'waxes', 'last', 'month', 'last', 'several', 'months', 'point', 'better', 'polymerbased', 'sprayon', 'quickdetailer', 'products', 'out', 'therethis', 'take', 'place', 'proper', 'wax', 'convenient', 'spray', 'drying', 'car', 'add', 'little', 'bit', 'protection', 'until', 'use', 'proper', 'waxas', 'far', 'spray', 'products', 'better', 'products', 'out', 'time', 'youre', 'trying', 'save', 'include', 'range', 'products', 'ultima', 'paint', 'guard', 'plus', 'wipeon', 'walkaway', 'paint', 'sealant', 'finish', 'kare', '425', 'sprayonquickdetailerin', 'end', 'ok', 'knock', 'star', 'pretty', 'bad', 'tendency', 'streak', 'takes', 'extra', 'effort', 'towels', 'buff']","12 6, 2010",A2EHYCA29NSQLU,Bud,"Fair at best, annoying streaking",1291593600
13064,B002BC4N5I,"[1, 1]",2,"['sure', 'works', 'great', 'tried', 'using', 'remove', 'scads', 'bugs', 'very', 'low', 'grille', 'front', 'scion', 'frs', 'read', 'simple', 'instructions', 'multiple', 'times', 'right', 'very', 'little', 'junk', 'removed', 'much', 'even', 'tried', 'roughsurfaced', 'pot', 'scrubber', 'spots', 'didnt', 'much', 'clean', 'up', 'few', 'very', 'small', 'smudge', 'spots', 'here', 'around', 'vehicle', 'nice', 'overall', 'wont', 'use', 'again']","04 16, 2014",A2UW9WI22QKMZE,"Car Guy ""desertgrj""",Griot's Garage 10982 Bug and Smudge Remover,1397606400
13071,B002BC4N5I,"[0, 0]",2,"['1', 'make', 'sure', 'surface', 'clean', 'possible2', 'clean', 'pads', 'possible', 'using', 'use', 'compressed', 'air', 'pad', 'brushthese', 'pads', 'dirty', 'overheat', 'ive', 'several', 'pads', 'literally', 'go', '34poof34', 'griots', 'da', 'polisher', 'center', 'disintegrates', 'foam', 'goes', 'everywhereive', 'switched', 'lake', 'country', 'pads', 'found', 'much', 'more', 'durable', 'more', 'versatilethese', 'good', 'beginners', 'pad', 'once', 'figure', 'out', 'whole', 'da', 'polishing', 'thing', 'works', 'upgrade', 'better', 'pads']","12 24, 2013",A1IR55MLSHNM4K,DJD,Make sure you keep these pads very clean as you use them.. they don't last long,1387843200
13074,B002BC4N5I,"[0, 0]",2,"['good', 'job', 'probably', 'buy', 'aging', 'smell', 'nauseating', 'last', 'long', 'bring', 'back', 'black', 'looked', 'ok', 'dirt', 'stuck', 'well', '1', 'light', 'application', 'dry']","11 5, 2013",A2LU37PVXBXQZJ,Dominic Calomino,"Gave a try, I'll pass on reorder due to awful scent and dirt cling,",1383609600
13082,B002BC4N5I,"[1, 1]",1,"['fist', 'thought', 'pad', 'first', 'rate', 'second', 'time', 'used', 'hook', 'loop', 'lining', 'separated', 'pad', 'im', 'going', 'try', 'glue', 'back', 'im', 'convinced', 'workupdate', 'used', 'pad', 'third', 'time', 'noticed', 'hook', 'loop', 'piece', 'shrunk', 'substantially', 'back', 'pad', 'making', 'pad', 'much', 'smaller', 'mentioned', 'before', 'hook', 'loop', 'separated', 'pad', 'tried', 'glue', 'back', 'lasted', '30', 'min', 'throw', 'away', 'opinion', 'good', 'investment', 'recommend', 'product', 'im', 'going', 'try', 'chemical', 'guys', 'next']","03 21, 2013",A1MQNS1QNI3YPK,Golfrichv,Terrible pad just fell apart,1363824000
13086,B002BC4N5I,"[0, 4]",1,"['initially', 'happy', 'product', 'looked', 'sturdy', 'looked', 'made', 'high', 'quality', 'foam', 'pretty', 'happy', 'rest', 'griots', 'except', 'machine', 'polishesyesterday', 'decided', 'use', 'thing', 'fenders', 'using', 'griots', '3', 'inch', 'random', 'orbital', 'first', '15', 'mins', 'usage', 'hook', 'loop', 'separated', 'pad', 'flew', 'leaving', 'marred', 'paint', 'due', 'backing', 'plate', 'smacking', 'onto', 'fender', 'comparison', 'bought', 'harbor', 'freight', 'pads', 'several', 'uses', 'still', 'works', 'great', 'thanks', 'griots', 'making', '5', 'pad', 'ruining', 'car', 'now', 'going', 'cost', 'few', 'thousand', 'dollars', 'fix', 'paint']","04 9, 2013",A2ED99D5SXT5KW,Ievalu8shipntime,FAIL,1365465600
13105,B002BC4N5I,"[0, 2]",2,"['bought', 'thinking', 'wash', 'product', 'going', 'return', 'use', 'seem', 'shine', 'better', 'duster', 'clean', 'towel']","11 20, 2013",A2AXVW7HO5293Q,Minnesota Guy,Not worth usiing,1384905600
13131,B002BC4N5I,"[0, 1]",2,"['result', 'using', 'very', 'good', 'tends', 'leave', 'light', 'dried', 'wax', 'residue', 'streaks', 'set', 'drying', 'car', 'notice', 'later', 'promote', 'wipe', 'subsequently', 'leave', 'more', 'swirls', 'cari', 'think', 'better', 'using', 'waxing', 'car', 'normally', 'little', 'more']","01 26, 2014",A1F9Z42CFF9IAY,T. Tom,Leaves streaks,1390694400
13137,B002BEI0JQ,"[0, 0]",1,"['someone', 'here', 'same', 'comments', 'noisy', 'very', 'annoyingly', 'skips', 'bounces', 'leaving', 'trails', 'water', 'real', 'time', 'waster', 'glad', 'hear', 'works', 'didnt', 'problem', 'much', 'flexibility', 'soft', 't', 'part', 'blade', 'itself', 'comparision', 'detailers', 'choice', 'noise', 'straight', 'blade', 'water', 'trails', 'very', 'fast', 'blade']","02 19, 2012",A2FX0I2H21YHD5,"Jack Jones ""ReviewerJack""",Not so good,1329609600
13165,B002BELP3Y,"[0, 1]",2,"['sorry', 'cant', 'original', 'oldstock', 'superdeep', 'california', 'water', 'blade', '30', 'someone', 'selling', 'old', 'stock', 'merchandise', 'give', 'up', 'go', 'back', 'oldfashioned', 'chamois', 'towels', 'blade', 'newstyle', 'notso', '34original34', 'one', 'way', 'stiff', 'work', 'wellthe', 'current', 'style', 'california', 'blades', 'good', 'older', 'ones', 'tried', 'numerous', 'knockoff', 'style', 'silicon', 'wipers', 'none', 'deep', 'highly', 'flexible', 'blades', 'oldstyle', 'original', 'california', 'water', 'baldswhy', 'california', 'water', 'blades', 'changed', 'great', 'original', 'design', 'beyond', 'comprehension']","01 9, 2013",A1XYOVJW5J06X5,Pragmatic,Not as good as an genuine old-style original (wide blade) California Water Blade,1357689600
13173,B002BELP3Y,"[0, 0]",1,"['wanted', 'squeak', 'bounce', 'glass', 'car', 'surface', 'leaving', 'water', 'behind', 'useless']","09 25, 2013",A1F9Z42CFF9IAY,T. Tom,Didn't work for me at all,1380067200
13179,B002BHRXJ6,"[0, 0]",1,"['yes', 'work', 'really', 'difficult', 'fins', 'wide', 'straighteners', 'wheel', 'interfere', 'ability', 'close', 'edges', 'ive', 'seen', 'straight', 'one', 'size', 'per', 'rod', 'friend', 'purchased', 'one', 'much', 'more', 'useable', 'found', 'cheap', 'plastic', 'flimsy', 'blades', 'evenly', 'spaced', 'cause', 'press', 'fins', 'apart', 'unevenlywill', 'work', 'yes', 'better', 'choice', 'definitely']","07 10, 2013",A2AB17IX4CTOLL,poc,Piece of....,1373414400
13180,B002BHRXJ6,"[0, 0]",2,"['see', 'work', 'good', 'big', 'pitch', 'window', 'ac', 'units', 'tried', 'use', '22', 'pitch', '5', 'ton', '14', 'seer', 'modern', 'unit', 'basically', 'useless', 'tight', 'pitch', 'caused', 'real', 'problems', 'plastic', 'material', 'successfully', 'mating', 'fins', 'plastic', 'damaged', 'right', 'away', 'top', 'even', 'using', 'soapy', 'water', 'lube', 'try', 'ease', 'movement', 'wouldnt', 'effectively', 'spread', 'fins', 'good', 'product', 'uses', 'tight', 'pitch', 'modern', 'large', 'systems', 'waste', 'money']","08 21, 2013",ANC36RGFR9HU4,primeguy,doesnt work well for small pitches,1377043200
13189,B002BVXM92,"[1, 2]",2,"['check', 'engine', 'light', 'code', 'p0420', 'believe', 'chevy', 'truck', 'tried', 'didnt', 'work', 'happened', 'converter', 'broken', 'up', 'pieces', 'nothing', 'dump', 'fuel', 'going', 'fix', 'issue', 'now', 'problem', 'cant', 'buy', 'replacement', 'cat', '2003', 'chevy', 'silverado', '53l', 'engine', 'thats', 'california', 'legal', 'whole', 'pipe', 'both', 'converters', 'dealer', 'even', 'though', 'state', 'buy', 'converter', '90', 'guess', 'ill', 'pollute', 'another', 'year', 'until', 'one', 'gets', 'certified', 'fork', 'out', '800so', 'stuff', 'wont', 'work', 'converter', 'broken', 'up', 'wasting', 'money']","09 4, 2010",A4N52S2HDHF4Y,J. Waldvogel,Still don't know if it works!,1283558400
13191,B002BVXM92,"[3, 6]",1,"['im', 'going', 'call', 'see', 'work', 'think', 'really', 'claims', 'optimistic', 'hoping', 'make', 'difference', 'help', 'alli', 'used', 'directed', 'check', 'engine', 'light', 'filled', 'up', 'using', 'product', 'check', 'engine', 'light', 'came', 'way', 'home', 'station', 'hoping', 'needed', 'more', 'time', 'work', 'keeps', 'coming', 'back', 'help', '30', 'wasted']","06 27, 2012",A1RJ4BW5Z1BNUL,Rattler,Calling it snake oil,1340755200
13260,B002E2WMWG,"[1, 1]",2,"['originally', 'satisfied', 'purchase', 'decently', 'priced', 'bright', 'already', 'short', '3', 'weeks', 'one', 'bulbs', 'burnt', 'out', 'installed', 'wore', 'gloves', 'still', 'careful', 'touch', 'bulbs', 'best', 'dont', 'think', 'caused', 'error', 'during', 'installation', 'maybe', 'received', 'faulty', 'bulb', 'way', 'ordering', 'brand', 'again', 'wouldnt', 'recommend', 'product']","04 18, 2014",A1DFAUQHN7113H,Justin,"Looks good and decently priced, questionable quality",1397779200
13284,B002G244UM,"[0, 0]",1,"['truly', 'absolutely', 'abysmal', 'product', 'black', 'brush', 'broke', 'within', 'two', 'minutes', 'very', 'light', 'usage', 'before', 'broke', 'bristles', 'kept', 'falling', 'out', 'making', 'attempt', 'detailing', 'redundant', 'go', 'back', 'individually', 'remove', 'bristles', 'one', 'one', 'fell', 'out', 'flew', 'over', 'place', 'top', 'bristles', 'seem', 'dyed', 'black', 'second', 'came', 'contact', 'very', 'light', 'detergent', 'color', 'transferred', 'surface', 'working', 'difficult', 'clean', 'entire', 'brush', 'fell', 'apart', 'see', 'uploaded', 'photos', 'vent', 'tool', 'worthless', 'dirt', 'stick', 'smear', 'dirt', 'around', 'white', 'brush', 'light', 'anything', 'productive', 'trying', 'detail', 'someones', 'pony', 'tail', 'floppy', 'serves', 'real', 'purposei', 'resorted', 'back', 'using', 'free', 'toothbrushes', 'hotel', 'qtips', 'better', 'made', 'leave', 'car', 'looking', 'better', 'product', 'total', 'garbage']","05 22, 2014",A33FG1YPBIIW5X,Arthur Schwartz,Wow...,1400716800
13288,B002G244UM,"[0, 0]",2,"['impressed', 'set', 'pricey', 'getreferring', 'picture', 'itembrush', 'left', 'brush', 'really', 'clean', 'vents', 'wellunless', 'trying', 'scrub', 'dried', 'snot', 'bug', 'manage', 'vent', 'uselessbrush', 'middle', 'nylon', 'hairs', 'brush', 'bit', 'stiff', 'short', 'really', 'sure', 'dust', 'clean', 'well', 'cars', 'interiorbrush', 'right', 'best', 'useful', 'package', 'dust', 'out', 'crevices', 'ventsknobs', 'etc', 'brushunfortunately', 'hairs', 'fell', 'easily', 'light', 'dustingid', 'recommend', 'buying', 'cheap', 'paint', 'brushes', 'art', 'brushes', 'dollar', 'store', 'same', 'job']","03 5, 2013",A1N087XH2AUKWP,Nike guy,"Not great, look elsewhere",1362441600
13303,B002G29LLE,"[0, 0]",2,"['thought', 'id', 'try', 'few', 'dollars', 'first', 'one', 'came', 'apart', 'used', 'first', 'truck', 'tires', 'pretty', 'big', 'smooth', 'expected', 'little', 'higher', 'quality', 'second', 'one', 'lasted', 'couple', 'vehicles', 'before', 'fell', 'apart', 'ended', 'up', 'spending', 'little', 'more', 'money', 'one', 'lasts', 'think', 'glue', 'pretty', 'weak', 'stronger']","01 10, 2014",A820FRC6G2BY,"Michael W. ""the difference between something ...",Not That Great and Really Do Come Apart,1389312000
13308,B002G29LLE,"[0, 1]",1,"['used', 'new', 'tire', 'glaze', 'applicators', 'black', 'color', 'sponge', 'bleed', 'onto', 'hands', 'shape', 'size', 'applicators', 'required', 'two', 'swipes', 'cover', 'width', 'tire', 'poorly', 'designed', 'overall', 'purchase', 'again']","02 5, 2013",A73I3YMD9MJ5W,"Regular Guy ""Bob""",Not what I expected,1360022400
